Diet ,SampleID,Taxon_1,Taxon_2,Taxon_3,Taxon_4,Taxon_5,Taxon_6,Taxon_7,Taxon_8,Taxon_9,Taxon_10,Taxon_11,Taxon_12,Taxon_13,Taxon_14,Taxon_15,Taxon_16,Taxon_17,Taxon_18,Taxon_19,Taxon_20,Taxon_21,Taxon_22,Taxon_23,Taxon_24,Taxon_25,Taxon_26,Taxon_27,Taxon_28,Taxon_29,Taxon_30,Taxon_31,Taxon_32,Taxon_33,Taxon_34,Taxon_35,Taxon_36,Taxon_37,Taxon_38,Taxon_39,Taxon_40,Taxon_41,Taxon_42,Taxon_43,Taxon_44,Taxon_45,Taxon_46,Taxon_47,Taxon_48,Taxon_49,Taxon_50,Taxon_51,Taxon_52,Taxon_53,Taxon_54,Taxon_55,Taxon_56,Taxon_57,Taxon_58,Taxon_59,Taxon_60,Taxon_61,Taxon_62,Taxon_63,Taxon_64,Taxon_65,Taxon_66,Taxon_67,Taxon_68,Taxon_69,Taxon_70,Taxon_71,Taxon_72,Taxon_73,Taxon_74,Taxon_75,Taxon_76,Taxon_77,Taxon_78,Taxon_79,Taxon_80,Taxon_81,Taxon_82,Taxon_83,Taxon_84,Taxon_85,Taxon_86,Taxon_87,Taxon_88,Taxon_89,Taxon_90,Taxon_91,Taxon_92,Taxon_93,Taxon_94,Taxon_95,Taxon_96,Taxon_97,Taxon_98,Taxon_99,Taxon_100,Taxon_101,Taxon_102,Taxon_103,Taxon_104,Taxon_105,Taxon_106,Taxon_107,Taxon_108,Taxon_109,Taxon_110,Taxon_111,Taxon_112,Taxon_113,Taxon_114,Taxon_115,Taxon_116,Taxon_117,Taxon_118,Taxon_119,Taxon_120,Taxon_121,Taxon_122,Taxon_123,Taxon_124,Taxon_125,Taxon_126,Taxon_127,Taxon_128,Taxon_129,Taxon_130,Taxon_131,Taxon_132,Taxon_133,Taxon_134,Taxon_135,Taxon_136,Taxon_137,Taxon_138,Taxon_139,Taxon_140,Taxon_141,Taxon_142,Taxon_143,Taxon_144,Taxon_145,Taxon_146,Taxon_147,Taxon_148,Taxon_149,Taxon_150,Taxon_151,Taxon_152,Taxon_153,Taxon_154,Taxon_155,Taxon_156,Taxon_157,Taxon_158,Taxon_159,Taxon_160,Taxon_161,Taxon_162,Taxon_163,Taxon_164,Taxon_165,Taxon_166,Taxon_167,Taxon_168,Taxon_169,Taxon_170,Taxon_171,Taxon_172,Taxon_173,Taxon_174,Taxon_175,Taxon_176,Taxon_177,Taxon_178,Taxon_179,Taxon_180,Taxon_181,Taxon_182,Taxon_183,Taxon_184,Taxon_185,Taxon_186,Taxon_187,Taxon_188,Taxon_189,Taxon_190,Taxon_191,Taxon_192,Taxon_193,Taxon_194,Taxon_195,Taxon_196,Taxon_197,Taxon_198,Taxon_199,Taxon_200
Vegetarian,S082,0.003888731,0.005494961,0.002234455,0.002261946,0.008366307,0.010869873,0.002879776,0.001440035,0.013769905,0.003826826,0.008971148,0.004170852,0.00095824,0.006918413,0,0.003591488,0.000811434,0,0.005135776,0.003849805,0.001304656,0.001549547,0.005591162,0,0.003187607,0.001587478,0.000787287,0.002983259,0.001678838,0.003201541,0.002780024,0.003291806,0.001374926,0.003095207,0.00114863,0.006976662,0.002343022,0.011256941,0.002470625,0,0.001538384,0.002217029,0.002851498,0.003813336,0.002397847,0.005916843,0.002062499,0.005992557,0,0.001187535,0.004690704,0.00190176,0.007711231,0.002588796,0.004551828,0.001343925,0.00092713,0.005454011,0.002388613,0.002372933,0.011413959,0.001748548,0.000809684,0.005446151,0.010767103,0.0048928,0.008141441,0.002485205,0.004356624,0.017250244,0.003676251,0.004126019,0.000918955,0.004979237,0.005404563,0.001939069,0.00082082,0.002979686,0.004118196,0.003686017,0.001539582,0.003694682,0.012061174,0.003178744,0.009001403,0.009194509,0.005484949,0.004372645,0,0.001310272,0.000868974,0.001583353,0.003822906,0.052862626,0.005082313,0.002468521,0.003403045,0.001076643,0.000607788,0.00107283,0.010167882,0.007973347,0.000259775,0.002673116,0.015183615,0.005599198,0.018384163,0.006892503,0.001422627,0.004505292,0.023249995,0.010610901,0.003270717,0.020605302,0.001647313,0.003021312,0.010225139,0.009964345,0.015089389,0.010714795,0.007673194,0.003507673,0.005889663,0.011926066,0.009590739,0.01414557,0.002631151,0,0.009129534,0.017847659,0.005485665,0.002451094,0.000828665,0.009509899,0.003376164,0.001383414,0.004731261,0.010668281,0.005098333,0.004245036,0.002045282,0.001665754,0.019272777,0.001539728,0.002419722,0.010358754,0.003577602,0.005388788,0.02304718,0.003786071,0.005816435,0.00547051,0.001010195,0.008539397,0.005178147,0.013304964,0.001169324,0.011065103,0.003705905,0.001879025,0.003217963,0.002366871,0.009688094,0.002371599,0.005621129,0.002413315,0.001495038,0.001045565,0.004368112,0.001847963,0.000268601,0.004180121,0.004081923,0.010530143,0.005131972,0.000965425,0.005450623,0.005187567,0.004993915,0.002850794,0.000591966,0.004007162,0.003654621,0.005874734,0.003462385,0.003043375,0.001953183,0.002580858,0.002140474,0.003164497,0,0.001379936,0.003629361,0.000930385,0.001518777,0.003417643,0.000808174,0.00205531,0.002423441,0.002861362
Vegetarian,S083,0.003753045,0.001909388,0.000656727,0.000683606,0.013954373,0.001390157,0.001437692,0.000746583,0.006353393,0.004719051,0.006272949,0.00244435,0.002505215,0.010742686,0.00256085,0.002542529,0.000387071,0.011992287,0.003013673,0.003314458,0.002601634,0.001818543,0.002781718,0.001151404,0.000541995,0.003421449,0.002548089,0.002905547,0.00233978,0.005689879,0.007387026,0.00463255,0.001358393,0.001317014,0.003403858,0.010215418,0.001711296,0.006611745,0.001041894,0.002639662,0.006081256,0.005893175,0.003330164,0.006182975,0.00096647,0.004741284,0.007610952,0.003456475,0.00280074,0.002381813,0.009516619,0.005034513,0.013534663,0.007975761,0.003179613,0.011561347,0.00251712,0.008203175,0.007476968,0.012145937,0.000953654,0.004643843,0.002485837,0.006240333,0.009220116,0,0.001051486,0.00663613,0.00226064,0.019975111,0.001980258,0.004694975,0.002273674,0.005564415,0.001900012,0.000474509,0.000230399,0.001500013,0.001853918,0.000123043,0.00177463,0.008030862,0.001467191,0.000716216,0.008984283,0.002965332,0.000233112,0.004136823,0.001320397,0.002033735,0.000846556,0.002558913,0.003863038,0.004929781,0.001873394,0.000916373,0.002443646,0.000224227,0.001459171,0.001531263,0.006678279,0.001048249,0.003083742,0.005330353,0.020751496,0.021681384,0.006034656,0.00635247,0.011987186,0.006305633,0.026604495,0.013013331,0.008262887,0.032214062,0.00749638,0.004742918,0.014433425,0.016518323,0.017926984,0.008701298,0.023727191,0.007382328,0.00254481,0.012590471,0.024095293,0.002512923,0.005982345,0.000930972,0.001901388,0.00364433,0.007716353,0.009029842,0.003955648,0.008622566,0.002921993,0.011362952,0.001073501,0.009864606,0.004515393,0.004901719,0.000970063,0.003659224,0.004728119,0,0.007647272,0.005069287,0.001857004,0.004801203,0.006834836,0.002048537,0.002886326,0.002454686,0.001182033,0.001143468,0.002376873,0.000498861,0.002398774,0.010244631,0.004069791,0.00329263,0.002231854,0.00257567,0.006026969,0.005737303,0.001533246,0.002844792,0.00266296,0.002197302,0.002156698,0.008163828,0,0.002937576,0,0.00541041,0.003905779,0.006741086,0.00248365,0,0.000407851,0,0.003225743,0.012021497,0.007329804,0.004129048,0.004338819,0.001547307,0.003823873,0.00074571,0.001355543,0.0056559,0.004135623,0.006555255,0.003078483,0.002955569,0.002092054,0.002085307,0.007838653,0.00769096,0.003965349,0.00234343
Vegetarian,S084,0.008120261,0.002788359,0.007003117,0.00323635,0.017883045,0.005080427,0.003227199,0.003750002,0.003359719,0.001857637,0.005684835,0.0104424,0.006071192,0.002239103,0.004560004,0.000177692,0,0.002221321,0.000921888,0.003598408,0,0.00298124,0.00042177,0.000480408,0.012126106,0.002011876,0.004059248,0.00203933,0.003438106,0.005377704,0.000735022,0.002072453,0.003872905,0.002078663,0.006741079,0.002738086,0.001594868,0.007852915,0.005978271,0.005959761,0.007282035,0.015934122,0.002974032,0.006216962,0.004910475,0.005117494,0.00314963,0.002672279,0.001364296,0.004743363,0.002453643,0.002217926,0.00820537,0.002392764,0.010575536,0.0136252,0.000378839,0.004746404,0.002986081,0.008507934,0.004762982,0.004554148,0.001388776,0.00755865,0.005151986,0.001336323,0,0.005031679,0.001998399,0.003844239,0.002691471,0.004384004,0.004551617,0.014790662,0.001518417,0.012203423,0.010483554,0.005534075,0.001813986,0.002818481,2.54E-08,0.003456826,0.011407845,0.005743221,0.004462334,0.00269201,0.003184208,0.007167079,0.002500051,0,0.00170636,0.003516122,0.001393149,0.02192351,0.000785983,0.009653289,0.003017911,0.006721853,0.001855812,0.001442519,0.006874193,0.007633294,0.005268819,0.009786305,0.005095853,0.009460241,0.008778237,0.003726644,0.00273915,0.004107536,0.012636096,0.005111096,0.002651527,0.001744865,0.010233916,0.002838535,0.006904179,0.005562141,0.002329684,0.005152279,0.003202958,0.00884554,0.022578973,0.005029198,0.017226923,0.023056951,0.007321911,0.0026157,0.013563319,0.012147443,0.007075731,0.002892829,0.001517892,0.002681528,0.002842368,0.014172489,0.000768572,0.003197101,0.003233265,0.0035593,0.000874925,0.006784543,0.030495069,0.004944881,0.000399218,0.005316614,0.001500294,0.002749027,0.014023592,0.004131865,0.002969404,0,0.001428736,0.001010021,0.001887134,0.007706387,0,0.00064887,0.005274502,0,0.001287632,0.000787907,0.002462611,0.001922054,0.009731343,0,0.004167866,0.001341098,0.00241382,0.000702512,0.001110341,0.002042527,0.007597526,0.000862129,0.002661842,0.008226679,0.008071103,0.002845509,0.004080818,0.001037814,0.002300818,0.008258049,0.011655847,0.001946905,0.001872734,0.009180669,0.014518249,0.003948512,0.001281325,0.003811384,0.009900575,0.002839164,0.001181783,0.004289491,0.007101793,0.007064412,0.003883991,0.002678698,0.00324993,0.003088735
Vegetarian,S085,0.002312962,0.002290235,0.000944721,0.001263864,0.011365812,0.004507404,0.00125926,0.002717193,0.002015199,0.003150572,0.00072178,0.002130297,0.002711508,0.001622208,0.000233969,0.001461538,0.005656588,0.000135519,0.001244657,0.01057259,0.001674701,0.002373369,0.004192513,0.004960899,0.003923222,0.004288,0.005300306,0.000231182,0.007413098,0,0.002633313,0.003475401,0.002503929,0.000442167,0.002189882,0.004567853,0.004684349,0.004112794,0.003097826,0.001116426,0.00036195,0.004015525,0.002129954,0.001429696,0.001008886,0.004919324,0.007778509,0.004352236,0.002292196,0.002466073,0.001445855,0.003483511,0.004217769,0.001372846,0.009134665,0.003504143,0,0.004005599,0.002775947,0.00762165,0.003301585,0.004154775,0.000508959,0.003811982,0.014237105,0.009426153,0.002742819,0.00063651,0.002510479,0.004895881,0.000912394,0.001372785,0.008236935,0.012504134,0.001886593,0.002097116,0.025358817,0.003340341,0.001958975,0,0.009733573,0.004585683,0.018769623,0.007367948,0.004801155,0.003368915,0.001120212,0.006440688,0.006650076,0.001608912,0.002403884,0.003064376,0.014661236,0.012282996,0.009277166,0.003750817,0.000991156,0.002402412,0.003125364,0.0018924,0.005240735,0.007423771,0.002016392,0.003459474,0.009102763,0.005822064,0.009543448,0.00482116,0.002457096,0.009732375,0.002728762,0.008105664,0.002969713,0.018275439,0.005048177,0.003693634,0.009828252,0.008407208,0.009279416,0.008933489,0.014737276,0.006224273,0.005842455,0.002797804,0.005765248,0.007328772,0.035435638,0.007290297,0.003759192,0.028748065,0.004524986,0.007766031,0.00276026,0.00445826,0.005214964,0.010381472,0.003197568,0.005423411,0.005729314,0.012879698,0.001404213,0.003546101,0.011443848,0.001195988,0.003284185,0.001584213,0.000498157,0.003219377,0.005037344,0.006460793,0.004471146,0.001000238,0.001889594,0.001751148,0.004279101,0.01512555,0.002607306,0.002087639,0.001703117,0.001663955,0.001495399,0.001846206,0.007261085,0.004082199,0.002790505,0.002708092,0.002592324,0,0.009754774,0.001981864,0.001331175,0.004390669,0.000367265,0.002662383,0.012417649,0.001465941,0.01065761,0.006384518,0.001003006,0.005978952,0.004225933,0.008081169,0.002893749,0.003242898,0.011467425,0.002105946,0.008898368,0.003808294,0.00288641,0.004016797,0.004844514,0.005653816,0.00632088,0.004089392,0.016824536,0.000404017,0.005573551,0.00430236,0.010793428,0.004979502
Vegetarian,S086,0.005363235,0.003617933,0.001145054,0.00749142,0.002624894,0.001580456,0.001773748,0.001490672,0.004024231,0.002023564,0.002970876,0.016923455,0.002048394,0.006057406,0.001972796,0.000910074,0.000804612,0.002290763,0.003200414,0.000483558,0.001998733,0,0.001441567,0.002926183,0,0.002222357,0.001551873,0.000696084,0.004684491,0.00054706,0.005341106,0.004439203,0.002893772,0.007646997,0.006649158,0.042546161,0.006699123,0.007207037,0.003824551,0,0.002831329,0.003503867,0.004777286,0.005812124,0.004856478,0.013348483,0.002672446,0.012423141,0.008695992,0.011341948,0.00052456,0.00859047,0.006147382,0.002893251,0.002228491,0.001070803,0.00150115,0.006926046,0.005928565,0.005209409,0.001590743,0.001178833,0.003859605,0.004490065,0.089155507,0.003192021,0.003498835,0.011631354,0.003910059,0.009255571,0.0037839,0.003905767,0.006862992,0.010955163,0.001583459,0.00616898,0.009364165,0.012176183,0,0.001272347,0.001880628,0.004013484,0.0074165,0.008477832,0.006107356,0.002560649,0.003248191,0.008063151,0.000470681,0.001074589,0.001213996,0.002622433,0.001398176,0.010804329,0.003915386,0.001368756,0.007509998,0.003798598,0.001918563,0.002721055,0.006323869,0.00302285,0.00326131,0.005738169,0.005317018,0.002681085,0.002281318,0.001639411,0.000707218,0.00905386,0.004544936,0.001893263,0.002212905,0.004445359,0.004732787,0.003808611,0.002829034,0.009924035,0.004528606,0.006968433,0.002985282,0.000782168,0.004935123,0.005282133,0.003781589,0.006201033,0.004087836,0.002441693,0.002324892,0.005009317,9.04E-05,0.002730732,0.003640916,0.000929756,0.003669879,0.000635022,0,0.00141561,0.005627313,0.00157833,0.000234494,0.001541812,0.00186707,0.003645333,0.002915532,0.003192173,0.003110125,0.000143564,0.003587357,0.00071824,0.001144867,0.009836939,0.00138206,0.006994547,0.003379094,0.005701798,0.004714974,0.003349739,0.01640166,0.00346344,0.001595085,0.008537078,0.006543939,0.005342614,0.018596554,0.003786732,0.004749279,0.00106486,0.007448803,0.004524107,0.003174853,0.004925215,0.001242422,0.01251373,0.008894596,0.009422425,0.015424699,0.005542385,0.000475694,0.003545857,0.0045923,0.008205996,0.010238908,0.008655937,0.004773745,0.006698533,0.005707925,0,0.004673062,0.004374692,0.008223102,0.003874742,0.006729119,0.004655485,0.003830626,0.001287354,0.002155731,0.003634138,0.004520662,0.002612932
Vegetarian,S087,0.001391213,0.000429982,0.000584356,0.004057896,0.002359138,0.001301524,0.004055532,0.003125253,0.002473322,0.003510421,0.00681244,0.003436631,0,0.005412066,0.004244339,0.006073436,0.003944302,0.003703886,0.002976935,0.000937843,0.002338352,0.001940561,0.002795451,0.000975143,0.001903309,0,0.005620075,0.001696428,0.002824218,0.004237633,0.005286139,0.003309871,0.001140286,0.002383029,0.004702355,0.006111843,0.003200771,0.003759588,0.00166502,0.005497008,0.006006566,0.001630408,0.006566692,0.00328558,0.001668863,0.003776935,0.003399232,0,0.004260469,0.005868509,0.002235452,0.003384912,0.006974637,0.001006563,0.003258916,0.002952293,0.001206486,0.010668933,0.001083812,0.002656334,0.004587497,0.003723876,0.000655438,0.009181081,0.019233603,0.00150549,0.002268273,0.004074716,0.003726718,0.013207003,0.008134658,0.00047177,0.004696127,0.008033751,0,0.009091666,0.002805192,0.005094693,0.003660519,0.007954414,0.005888115,0.006009021,0.030915875,0.007852188,0.008054333,0.004339254,0.009316322,0.004436576,0.004692035,0.005740327,0.001520947,0.002824434,0.002174964,0.0184472,0.006565599,0.010962406,0.002829126,0.000856801,0.002871284,0.005365256,0.001372912,0.007174136,0.007117926,0.004182342,0.011764895,0.00053141,0,0.000450208,0.001844657,0.002658811,0.002083709,0.001507056,0.001939301,0.004022887,0.001264352,0,0.002092837,0.010989287,0.001793887,0.005815996,0.000128993,0.002069107,0.002531807,0.002861223,0.000386015,0.007674156,0.015710741,0.003186996,0.005548216,0.002296202,0.002560709,0.003358485,0.002604132,0.002094027,0.001680382,0.003784563,0.001291329,0.00653245,0.001807794,0.001276633,0.00088241,0.00203474,0.000641894,0.001848295,0.001257363,0.004262087,0.001780529,0.001047006,0.000403594,0.002804468,0.008373084,0.002863775,0.000810757,0.004363447,0.003738793,0.013097157,0.00278615,0.005763801,0.003533068,0.002275168,0.000820118,1.57E-05,0.00277215,0.002642517,0.019489094,0.006768809,0.009351326,0.001929526,0.002227157,0.003345771,0.003348539,0.005868054,0.001637599,0.003793213,0.006061819,0.020065016,0.00404826,0.021168036,0.039485136,0.003111852,0.005158271,0.006087419,0.008963983,0.005220627,0.007582048,0.025180501,0.013798578,0.005095696,0.005479799,0.006293523,0.012217591,0.008815464,0.007290769,0.008251817,0.002778766,0.013491678,0.021500801,0.007839027,0.003065812,0.017502215
Vegetarian,S088,0.005192757,0.003078197,0.002326039,0.004782935,0.001829568,0.000339309,0.002392468,0,0.002119773,0.003752557,0.003686884,0.016003358,0.002457971,0.004989717,0.002109484,0.001414785,0.002381938,0.001606051,0.001517855,0.001466473,0.004591288,0,0.001963831,0.001180449,0.00203333,0.001728571,0.001286775,0.000491478,0.004842051,0.002330967,0.008317653,0.004851973,0.003567423,0.006484888,0.007599594,0.041503238,0.005183095,0.008306509,0.004557839,0,0.003866656,0.006955291,0.00452479,0.007000597,0.006416782,0.013067017,0.002876911,0.011588276,0.00872003,0.011812688,0.001332284,0.009439646,0.004932046,0.003544728,0.003350359,0.003269774,0.000698688,0.00828379,0.006290617,0.007094374,0.00293209,0.001569535,0.007317329,0.003933149,0.088224075,0.003702848,0.000894641,0.009547403,0.003776682,0.009451649,0.002405712,0.003579881,0.008901066,0.011283844,0.001793584,0.007430934,0.009639404,0.013595449,0.000177289,0.003845889,0.002173884,0.002264636,0.007142334,0.009145413,0.004416747,0.002182295,0.001748921,0.005521829,0.001921822,0.003657348,0.004305826,0.004621692,0,0.012312374,0.004636556,0.003489699,0.006247386,0.002872564,0.000877762,0.004813561,0.008118317,0.003464677,0.003866846,0.003688804,0.006694675,0.003906236,0.003546871,0.000274837,0.002075757,0.007418271,0.005057703,0.00179452,0.00311884,0.004380031,0.004648856,0.003768241,0.002496107,0.01122992,0.003225045,0.005193504,0.000627489,0.002048406,0.005280346,0.004030874,0.00162263,0.006498138,0.004018908,0.001513347,0.00180985,0.004717932,0.001527929,0.001703354,0.00252555,0,0.003946652,0.001850146,0.000134688,0.000163498,0.003844624,0.00204598,0.000682673,0.003488704,0.003638247,0.000755542,0.003770902,0.005401466,8.71E-05,0.001378521,0.003698215,0.000575197,0.002674505,0.008449591,0.001613226,0.007874801,0.002656292,0.005422937,0.006251725,0.003712993,0.015981122,0.003301189,0.001331186,0.00791902,0.006414426,0.005394716,0.017467308,0.004470748,0.003671953,0.00285976,0.009331179,0.004547577,0.000702231,0.002842356,0.000651066,0.01301792,0.008508544,0.009371943,0.016418643,0.003460703,7.00E-05,0.003470011,0.004099712,0.00817319,0.008287279,0.005539966,0.003244689,0.005842305,0.004668888,0.002675311,0.004723987,0.003858359,0.005974084,0.002871176,0.005158884,0.003654449,0.000799352,0.001780531,0.001371144,0.003246446,0.003817759,0.001308351
Vegetarian,S089,0.002537823,0.015678597,0.001347388,0.002134394,0.035523299,0.003548638,0.000784954,0.006685466,0.00596198,0.000952509,0.006744749,0.003370808,6.11E-05,0.003786449,0,0,7.54E-05,0.000366175,0.00040439,0.002692042,0.001788751,0.001232786,0.00203132,0.000551835,0.00299873,0.006976404,0.011800818,0.000735615,0.008614496,0.001687905,0.007627382,0.006652714,0.004616702,0.006420126,0.004536808,0.011876735,0.003770463,0.005177419,0.00895283,0.043655503,0.014536372,0.007666907,0.003342772,0.01284068,0.001383556,0.003460031,0.007440505,0.001263896,0.014739351,0.018819616,5.06E-05,0.002498907,0.000579171,0.00077538,0.001473555,0.001817801,0.000931457,0.001890238,0,0.000874588,0,0.000916538,0.002376768,0.004815949,0.003454991,0.001041951,0.001733259,0.008149021,0.001111577,0.002666695,0.003191746,0.003823073,0.001997886,0.004870166,0,0.041344649,0.008814814,0.007566942,0.004030379,0.004571443,0.012800314,0.004474765,0.016285362,0.002909374,0.003161019,0.000500727,0.000340781,0.002127042,0.001183695,0.005790394,0.001358874,0.005136162,0.00165396,0.017632706,0.000756262,0,0.005892065,0.004254982,0.003959082,0.001186432,0.001744785,0.001415188,0.003718837,0.000209983,0.001724846,0,0.001159183,0.000777041,0.001376704,0,0.000451115,0.001739029,0.000512206,0.000401687,0.00249291,0.000778155,0,0.001283613,0.003870797,0,0.001605976,0.002566673,0.001865652,0.001504115,0.002570027,0.00756564,0.017807394,0.004415182,0.003624728,0.008427898,0.00412369,0.00276118,0.002691728,0.007812613,0.000608293,0.007387221,0.003769433,0.004259036,0.003343697,0.00818844,0.002539583,0.005253484,0.003478867,0.002256324,0.012238428,0.005092437,0.001383987,0.003184062,0.002272318,0.002423556,0.003541886,0.014090432,0.000534065,0.005053961,0.00368702,0.006446903,0.002006245,0.002916926,0.006397926,0.002446035,0,0.008205993,0.004086132,0.014058534,0.018584147,0.007386585,0.007206451,0.001977337,0.009697431,0.002068391,0.009601867,0.007081816,0.013095635,0.001454641,0.006052502,0.012143236,0.001128345,0.002601875,0.00942699,0.008129516,0.003571363,0.008169218,0.008201126,0.008943881,0.005263149,0.006038729,0.006185899,0.000529783,0.004863085,0.005356696,0.020773995,0.004129081,0.001582738,0.003307688,0.005907556,0.003627769,0.004016261,0.002749362,0.012485485,0.003881839
Vegetarian,S090,0.003335219,0.001704803,0.00193229,0.00400365,0.003740024,0.002054659,0.002409504,0.004301719,0.001766632,0.001940159,0.004902767,0.000990111,0.000875477,0.006123265,0.005025778,0.004692412,0.004393491,0.001143461,0.003592132,0.00104429,0.001604583,0.00203112,0.002924959,0.000667677,0,0.002360397,0.002878414,0.001282765,0.003024788,0.002237857,0.004931788,0.003111355,0.000415738,0.001954883,0.00395946,0.007751805,0.002217461,0.004496765,0.001389058,0.00249766,0.003711803,0.001362069,0.005870727,0.002205004,0.000782572,0.005879013,0.001585103,0.002342459,0.004050374,0.003072369,0.000964673,0.004645384,0.006290087,0.002207584,0.002556226,0.003242614,0.001841244,0.012786141,0.002267566,0.007494957,0.005293516,0.00175554,0.001390647,0.00650601,0.019049575,0.002668437,0.005126122,0.004944169,0.002750784,0.013116596,0.006575506,3.60E-05,0.004909196,0.00845836,0,0.008340998,0.003336235,0.006915282,0.003894595,0.007234604,0.00502754,0.006232685,0.031356248,0.008547186,0.008289922,0.001200265,0.011309975,0.00448989,0.004716012,0.00630164,0,0.002353992,0.003849382,0.018817647,0.007179406,0.009358307,0.002273505,0.003866421,0.002986052,0.00446971,0.003394364,0.006404878,0.008441509,0.004088266,0.010624267,5.01E-05,0.000636651,8.47E-05,0.000979871,0.002502322,0.002592121,0.00419863,0.001057478,0.002999099,0.000742833,0.000891522,0.00171941,0.009595418,0.001016294,0.005513682,0.001731317,0.004163559,0.003254121,0.001871293,0.002020373,0.005851763,0.015166474,0.005024619,0.005374045,0.002780988,0.003072882,0.005272105,0.002139273,0.004868897,0.001251941,0.002291596,0.002596461,0.007393717,0.000685793,0.000385463,0.000400915,0.001760054,0.003118581,0.001850255,0.001894134,0.001466231,0.001825045,0.004567843,0.001044549,0.001181566,0.009035339,0.003276687,0.002179414,0.003407102,0.00359111,0.013748641,0.001771932,0.005115157,0.004739021,0.003152682,0,3.84E-05,0.005965336,0.002866944,0.020408511,0.007682065,0.009941259,0,0.001289637,0.002870342,0.004152404,0.005562674,0.001127642,0.003494938,0.007787228,0.020120017,0.001281766,0.020151532,0.037354102,0.003030499,0.005942826,0.004720743,0.008080521,0.006069566,0.007584915,0.021510646,0.015553979,0.001797828,0.006316268,0.007305721,0.012279082,0.010716804,0.006355173,0.007846148,0.004542297,0.01488058,0.021619433,0.00564289,0.003967861,0.016488683
Vegetarian,S091,0.003110932,0.014761815,0.001227775,0.001541945,0.036740278,0.00278907,0,0.005203512,0.006669458,0.001173475,0.00473993,0.002957166,0.000930404,0.005394723,0.002428785,0.00163651,0.00059202,0.000716252,0.001528376,0.003378532,0.001413809,0.000470211,0,0.000132992,0.001765394,0.005799874,0.013419633,0.001783291,0.008717292,0.001812562,0.00630232,0.007043321,0.005680763,0.005963638,0.002241228,0.011890443,0.003347789,0.005163988,0.010067846,0.045112923,0.013201592,0.006482236,0.00269873,0.013249729,0.002530859,0.002902809,0.006653056,0.002880646,0.014734616,0.0191507,0.001339827,0.001334232,0.003366102,0,0.001266921,0.00174052,0.001393842,0.002394902,0.001700601,0.003015765,0,0.00087732,0.001686161,0.003415503,0.003798868,0.001785512,0.002246337,0.00876838,4.09E-05,0.003735796,0.001169837,0.00229752,0.000360865,0.004285773,0.001546492,0.041862924,0.010608568,0.006355451,0.003765021,0.00523493,0.01185827,0.005132345,0.014788924,0.005891386,0.002312319,0.000960528,0.002183466,0.003149608,0.000542927,0.003543233,0.003083705,0.00178728,0.00250685,0.01992337,0.002041722,0.001613915,0.00493455,0.003802076,0.006109411,0.001966802,0.003412194,0.002197909,0.002598038,0,0.000805677,0.002937638,0.000264787,0.001717807,0.003677473,0,1.51E-05,0.000864641,0,0,0.001717918,0.000767542,0.000501762,0.001753375,0.002926524,0.000324669,0.001498309,0.001182273,0.000345992,0,0.00166873,0.008020924,0.014578317,0.005776599,0.002456474,0.005583192,0.003671828,0.00124427,0.002770651,0.008413719,0.002503866,0.007431471,0.001988569,0.005193293,0.001433385,0.005281916,0.00477154,0.001694068,0.005027036,0.002478884,0.013497316,0.005771949,0.00124527,0.002880658,0.002683453,0.001913758,0.003724764,0.013538679,0.000344038,0.006714096,0.00232587,0.007727235,0.002903766,0.003122943,0.005528452,0.0041402,4.88E-05,0.011284358,0.00431732,0.015656178,0.015951307,0.004382173,0.004991134,0.002104544,0.007389475,0.001584075,0.009244648,0.009681303,0.013089969,0.002046322,0.005903304,0.013646358,0.001790596,0.002229243,0.008285553,0.010137361,0.002096705,0.008751641,0.00727868,0.010727592,0.005449727,0.007205021,0.003285522,0.000982286,0.006278422,0.005967017,0.022790713,0.004172104,0.000285517,0.002951303,0.0059557,0.002017877,0.00507783,0.000735152,0.011882119,0.003121467
